id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
628,I,1.15,0.8875,0.3125,14.69921575,6.33611325,2.67902775,4.53592,8.0
629,M,1.4375,1.1875,0.4625,31.22697425,14.04717725,5.783298,8.9300925,10.0
630,F,1.6,1.25,0.4125,33.77842925,14.004653,7.27164675,9.07184,11.0
631,F,1.225,0.975,0.3125,18.69649525,6.70465675,4.57844425,5.6699,9.0
632,I,0.675,0.5,0.1625,3.3168915,1.34660125,0.4819415,0.9922325,6.0
633,M,1.425,1.05,0.3375,22.1976585,9.90815025,4.8477645,7.7961125,11.0
634,M,1.6625,1.3625,0.475,45.5576465,16.96717575,9.015141,14.0330025,11.0
635,I,1.0125,0.75,0.225,8.674947,3.2601925,1.74349425,2.31048425,7.0
636,M,1.475,1.1125,0.4,25.64212275,11.169703,6.2085405,6.9456275,9.0
637,M,1.5625,1.3,0.5125,38.71124225,13.60776,8.83086925,11.3398,22.0
638,F,1.35,0.975,0.35,16.9813505,7.0023265,3.231843,4.479221,8.0
639,M,1.3875,1.1,0.3625,24.38057,11.679994,4.49339575,7.5126175,9.0
640,M,1.25,1.0125,0.35,19.6462035,8.278054,4.9044635,5.2446575,6.0
641,F,1.275,0.975,0.3375,17.84601025,6.36446275,4.06815325,6.0951425,10.0
642,M,1.4375,1.125,0.3625,28.76056775,14.75591475,5.88252125,6.860579,9.0
643,M,1.45,1.15,0.3875,26.988724,10.489315,6.95980225,6.70465675,12.0
644,M,1.4125,1.1,0.4,26.308336,12.3887315,5.99591925,7.98038425,9.0
645,M,1.225,0.975,0.4,19.050864,6.67630725,3.89805625,6.23689,14.0
646,I,1.1125,0.8625,0.3125,11.77921725,4.60679375,2.551455,3.8271825,9.0
647,M,1.6375,1.2875,0.4875,42.297454,19.94387325,9.53960675,10.61688775,11.0
648,I,1.1,0.8125,0.225,11.80756675,5.2446575,2.33883375,2.9766975,6.0
649,F,1.5125,1.175,0.425,36.230661,17.61921425,8.2497045,8.74582075,9.0
650,M,1.675,1.2875,0.4,35.777069,13.99047825,7.66853975,11.1980525,14.0
651,M,1.5125,1.1875,0.3625,27.839209,10.0073735,5.59902625,8.221355,12.0
652,F,1.6375,1.35,0.425,38.20095125,17.08057375,7.9662095,10.0640725,9.0
653,M,1.75,1.4375,0.4375,35.3518265,16.612807,7.881161,11.7650425,12.0
654,I,0.9,0.675,0.225,6.13766675,2.721552,1.48834875,1.871067,5.0
655,F,1.45,1.1375,0.3625,28.36367475,12.71475075,6.22271525,7.5126175,10.0
656,I,1.25,1.025,0.4125,19.80212575,9.76640275,4.60679375,6.293589,8.0
657,F,1.6875,1.35,0.5,41.900561,17.08057375,7.3425205,12.190285,12.0
658,I,1.1125,0.825,0.3125,11.283101,4.479221,2.67902775,3.38776525,8.0
659,I,0.5375,0.3625,0.15,1.45999925,0.35436875,0.18427175,0.283495,6.0
660,M,1.4,1.1,0.3875,24.39474475,10.41844125,5.68407475,8.3631025,10.0
661,M,1.6,1.375,0.475,44.21104525,20.638436,10.8578585,11.3681495,11.0
662,M,1.55,1.2125,0.4,35.777069,16.54193325,7.6827145,9.922325,10.0
663,F,1.675,1.2875,0.475,39.2640575,15.1669825,9.5537815,10.716111,10.0
664,F,1.6625,1.3,0.5125,37.37881575,17.2648455,7.5693165,12.0485375,10.0
665,I,0.95,0.7,0.25,6.13766675,2.721552,1.0489315,2.26796,10.0
666,M,1.3375,1.075,0.325,21.8007655,8.46232575,5.51397775,6.19436575,10.0
667,M,1.6625,1.35,0.4875,48.839603,16.96717575,10.24834425,13.04077,11.0
668,I,0.95,0.725,0.2375,9.93649975,3.458639,1.88524175,2.551455,7.0
669,M,1.4875,1.1875,0.3625,27.03124825,12.11941125,6.5487345,8.3631025,10.0
670,I,1.0375,0.775,0.25,8.5331995,3.92640575,1.88524175,2.26796,7.0
671,I,1.2,0.9375,0.3,16.45688475,7.540967,3.64291075,4.7910655,8.0
672,F,1.225,0.975,0.3125,15.43630275,6.6054335,3.72795925,4.0539785,6.0
673,M,1.625,1.275,0.4375,41.560367,17.39241825,7.2858215,11.3398,10.0
674,F,1.4125,1.1,0.3125,26.138239,11.793392,5.0745605,7.37087,17.0
675,F,1.5625,1.3625,0.3625,29.6819265,13.154168,6.93145275,6.0951425,10.0
676,I,0.875,0.6375,0.25,5.6699,2.324659,1.48834875,1.70097,7.0
677,I,0.5125,0.3875,0.1,1.360776,0.5386405,0.340194,0.3118445,4.0
678,F,1.5625,1.2875,0.4125,34.77842925,14.78426425,8.60407325,9.355335,9.0
679,M,1.425,1.0875,0.325,23.85610425,11.7083435,4.89028875,6.0951425,9.0
680,F,1.45,1.1,0.375,23.62930825,11.35397475,5.59902625,6.9456275,12.0
681,M,1.25,0.9375,0.3,14.5432935,6.73300625,3.8838815,4.9611625,9.0
682,I,1.0625,0.8375,0.2625,10.44679075,4.252425,2.25378525,2.9766975,7.0
683,F,1.525,1.2125,0.475,42.82191975,16.51358375,7.257472,11.056305,17.0
684,M,1.4625,1.0875,0.375,29.1149365,15.1669825,6.23689,6.3786375,9.0
685,I,1.175,0.9125,0.3125,15.705623,7.314171,3.345241,3.4869885,8.0
686,M,1.425,1.125,0.3625,24.47979325,13.3526145,5.74077375,6.917278,8.0
687,M,1.45,1.15,0.3625,25.16018125,10.24834425,5.42892925,8.221355,9.0
688,M,1.4125,1.1,0.325,23.71435675,11.283101,6.1518415,6.23689,9.0
689,F,1.4125,1.125,0.375,28.64716975,12.417081,5.93922025,9.128539,10.0
690,F,1.475,1.05,0.3375,29.596878,11.0846545,7.314171,8.788345,11.0
691,F,1.575,1.225,0.4125,32.16250775,12.65805175,7.10154975,8.334753,11.0
692,F,1.625,1.275,0.45,43.02036625,18.8524175,10.56018875,12.190285,15.0
693,F,1.475,1.1875,0.4,27.612413,7.654365,5.8683465,9.4970825,16.0
694,F,1.3375,1.0375,0.4,18.6256215,8.164656,4.3941725,5.5281525,8.0
695,F,1.8,1.4125,0.475,50.56133325,21.98503725,11.07047975,12.85649825,13.0
696,I,1.4,1.0375,0.3625,22.29688175,10.7444605,4.89028875,7.37087,10.0
697,I,1.0375,0.8125,0.275,10.432616,4.46504625,2.25378525,2.9766975,8.0
698,I,0.8375,0.65,0.2125,5.71242425,2.67902775,1.1623295,1.70097,6.0
699,I,0.5625,0.4,0.125,1.06310625,0.46776675,0.18427175,0.4252425,4.0
700,F,1.6125,1.3,0.4,37.194544,15.762322,7.18659825,10.77281,11.0
701,M,1.35,1.0375,0.3875,23.85610425,8.164656,4.32329875,7.2291225,10.0
702,I,0.75,0.575,0.225,6.1518415,2.6932025,1.13398,1.70097,7.0
703,I,1.1,0.8875,0.3125,12.984071,5.443104,2.36718325,3.96893,8.0
704,F,1.5125,1.175,0.4375,42.2124055,11.9351395,8.3064035,10.77281,14.0
705,M,1.625,1.25,0.4,39.405805,20.53921275,8.34892775,9.17106325,11.0
706,M,1.275,1.0,0.35,18.257078,6.80388,3.96893,5.5281525,10.0
707,M,1.475,1.1375,0.375,33.40988575,10.5176645,6.25106475,9.07184,21.0
708,M,1.225,0.9875,0.25,14.64251675,6.81805475,3.061746,3.9405805,13.0
709,I,1.2375,0.9375,0.3,17.90270925,7.83863675,3.84135725,5.386405,8.0
710,F,1.55,1.2125,0.4125,35.210079,14.5999925,8.5331995,9.355335,10.0
711,M,1.2875,1.0,0.3375,20.19901875,8.20718025,3.9972795,4.9611625,9.0
712,F,1.4125,1.125,0.35,24.6357155,10.19164525,6.13766675,8.3631025,9.0
713,I,1.4375,1.075,0.3125,20.9502805,9.42620875,4.89028875,6.23689,8.0
714,M,1.4375,1.1,0.4125,30.0221205,9.8372765,4.86193925,11.056305,14.0
715,M,1.675,1.3125,0.4125,37.74735925,16.20173925,10.24834425,11.90679,10.0
716,M,1.475,1.1125,0.3625,26.54930675,12.303683,4.6209685,7.93786,11.0
717,I,1.175,0.875,0.3,15.71979775,7.3992195,3.18931875,4.1673765,8.0
718,I,1.175,0.8875,0.3125,13.891255,5.82582225,2.9766975,4.23825025,9.0
719,F,1.0875,0.8625,0.2625,11.66581925,4.706017,2.67902775,3.8271825,11.0
720,F,1.4875,1.1375,0.4,28.56212125,11.0846545,6.1518415,9.2135875,16.0
721,M,1.425,1.1625,0.3875,26.308336,11.80756675,5.499803,7.37087,9.0
722,I,1.4375,1.05,0.35,23.88445375,9.02931575,5.4714535,7.7961125,8.0
723,F,1.025,0.7625,0.3875,9.3836845,4.63514325,1.74349425,2.83495,21.0
724,M,0.9875,0.7875,0.25,8.46232575,3.24601775,1.63009625,2.6932025,15.0
725,F,1.625,1.25,0.475,38.76794125,18.75319425,7.24329725,12.54465375,11.0
726,F,1.6125,1.2125,0.425,38.51279575,16.93882625,8.164656,9.07184,9.0
727,M,1.4125,1.0975,0.4,25.58542375,8.788345,5.6699,7.7961125,14.0
728,I,0.975,0.75,0.225,8.23552975,3.44446425,1.40330025,2.26796,6.0
729,M,1.6125,1.2375,0.475,36.570855,13.6928085,7.15824875,11.056305,15.0
730,F,1.525,1.1375,0.4625,32.431828,14.89766225,6.19436575,7.7961125,15.0
731,M,1.4,1.125,0.35,26.46425825,12.0485375,4.55009475,6.6621325,10.0
732,M,0.9125,0.675,0.2375,6.56290925,2.62232875,1.74349425,1.984465,9.0
733,F,1.425,1.1,0.3375,23.11901725,10.829509,4.86193925,6.9456275,9.0
734,M,1.4125,1.075,0.35,24.67823975,12.417081,5.953395,6.23689,8.0
735,M,0.9625,0.7,0.25,8.901743,3.458639,1.80019325,2.39553275,9.0
736,F,1.4625,1.1375,0.4,25.287754,11.41067375,6.3786375,7.93786,9.0
737,M,1.2625,1.0,0.375,19.1926115,8.0796075,3.7137845,5.953395,11.0
738,I,1.1875,0.9625,0.35,18.71067,7.72523875,3.75630875,6.80388,12.0
739,F,1.4375,1.1,0.35,24.153774,12.47378,4.89028875,7.654365,12.0
740,M,1.525,1.175,0.375,30.1922175,13.721158,6.22271525,8.6465975,9.0
741,M,1.475,1.225,0.4125,34.62891425,14.4298955,6.747181,9.63883,11.0
742,I,0.8375,0.65,0.225,5.10291,2.6365035,1.14815475,1.5592225,6.0
743,I,0.95,0.7125,0.2125,7.994559,3.55786225,1.28990225,1.757669,6.0
744,M,1.6625,1.2375,0.425,34.91240925,14.685041,8.164656,9.355335,10.0
745,F,1.175,0.9375,0.3125,14.17475,6.860579,4.26659975,4.3941725,8.0
746,I,0.7,0.5,0.2125,2.83495,1.09145575,0.60951425,0.850485,5.0
747,F,1.175,0.925,0.325,14.968536,6.2085405,2.8066005,4.252425,10.0
748,M,1.3,1.0125,0.3125,16.782904,6.7755305,3.41611475,5.2446575,10.0
749,I,1.1125,0.875,0.275,14.61416725,7.654365,2.90582375,3.685435,8.0
750,I,0.95,0.7,0.2375,6.53455975,2.62232875,1.65844575,2.1262125,7.0
751,F,1.4125,1.1,0.4,24.62154075,10.9145575,4.91863825,6.3786375,10.0
752,M,1.475,1.1875,0.3875,24.834162,10.81533425,5.386405,7.767763,10.0
753,I,1.25,0.9625,0.3,16.40018575,7.7961125,3.4869885,4.53592,7.0
754,F,1.45,1.125,0.4125,30.83008125,13.19669225,6.90310325,8.788345,9.0
755,M,1.5,1.2375,0.3875,34.23202125,15.4504775,7.55514175,8.3631025,11.0
756,I,0.9125,0.6625,0.2,5.31553125,2.19708625,1.2757275,1.8427175,6.0
757,I,1.175,0.9,0.3125,14.61416725,6.27941425,3.3168915,3.96893,9.0
758,I,0.975,0.75,0.2375,7.257472,3.855532,1.77184375,2.4097075,8.0
759,M,1.6625,1.2625,0.4125,37.32211675,17.463292,7.3992195,9.4970825,9.0
760,I,0.9,0.6625,0.225,6.19436575,2.82077525,1.0489315,1.757669,6.0
761,F,1.3875,1.1,0.35,24.22464775,8.7032965,4.80524025,8.3631025,10.0
762,I,0.4,0.3,0.0875,0.5953395,0.21262125,0.12757275,0.1417475,4.0
763,I,1.1,0.8125,0.275,12.94154675,6.0951425,2.438057,3.685435,7.0
764,M,1.4125,1.0,0.325,23.88445375,10.149121,4.60679375,6.3786375,9.0
765,M,1.6,1.2125,0.4,34.8415355,16.782904,7.15824875,8.3631025,9.0
766,M,1.1625,0.875,0.3125,15.5071765,6.27941425,2.8066005,4.9611625,10.0
767,M,1.8,1.425,0.5375,53.14113775,25.3161035,13.380964,15.30873,11.0
768,M,0.95,0.6875,0.2375,7.6260155,2.8066005,1.6159215,2.1262125,9.0
769,M,1.4875,1.2,0.5125,33.40988575,13.947954,7.0023265,11.90679,12.0
770,I,1.4125,1.15,0.4,29.937072,12.8990225,6.08096775,8.221355,10.0
771,I,0.425,0.275,0.0625,0.55281525,0.21262125,0.1417475,0.170097,4.0
772,M,1.1875,0.9375,0.3125,15.8473705,7.10154975,3.78465825,4.8477645,9.0
773,F,1.5625,1.2125,0.4,34.77066175,15.1669825,9.99319875,9.355335,9.0
774,M,1.575,1.25,0.3875,35.50774875,15.762322,7.6827145,9.979024,10.0
775,I,1.3625,1.0125,0.3,18.5689225,8.85921875,4.8477645,5.2446575,7.0
776,M,1.575,1.175,0.4125,32.13415825,16.6411565,6.56290925,8.1363065,11.0
777,M,1.5125,1.125,0.4,26.2232875,10.6877615,5.953395,7.7961125,15.0
778,I,1.225,0.95,0.3125,16.85377775,6.90310325,3.7137845,4.3941725,8.0
779,M,1.375,1.075,0.375,22.92057075,10.716111,5.59902625,6.23689,10.0
780,I,1.475,1.15,0.35,24.50814275,12.643877,5.82582225,7.200773,10.0
781,F,1.1,0.9125,0.3125,12.984071,5.96756975,3.04757125,3.685435,9.0
782,I,0.925,0.6875,0.2375,6.93145275,2.90582375,1.82854275,2.4097075,8.0
783,M,1.4125,1.1125,0.4,26.46425825,12.133586,6.36446275,6.23689,9.0
784,I,0.95,0.725,0.225,7.83863675,3.175144,1.6159215,2.26796,11.0
785,I,1.25,0.95,0.3,13.36678925,5.76912325,2.65067825,5.2446575,7.0
786,I,1.3375,1.0125,0.375,22.41027975,10.87203325,4.12485225,5.0178615,8.0
787,M,0.5875,0.4375,0.1375,1.94194075,0.793786,0.4252425,0.56699,3.0
788,F,1.525,1.2,0.4125,29.83784875,12.26115875,5.443104,9.355335,12.0
789,M,1.5625,1.225,0.3875,37.137845,16.782904,8.57572375,9.922325,10.0
790,M,1.475,1.2,0.4125,27.158821,12.85649825,6.95980225,7.5126175,10.0
791,M,1.5875,1.2625,0.475,36.570855,16.612807,8.164656,10.3475675,10.0
792,M,1.525,1.175,0.3875,33.26813825,15.705623,6.7755305,9.7805775,10.0
793,F,1.55,1.225,0.425,31.08522675,16.499409,6.973977,7.087375,10.0
794,M,1.8375,1.475,0.5125,60.66793,26.932025,11.97766375,14.21727425,11.0
795,M,1.475,1.1875,0.4,31.638042,14.16057525,6.90310325,7.654365,11.0
796,M,1.6625,1.3,0.4375,40.83745475,17.4349425,9.525432,11.1980525,14.0
797,M,1.2875,0.9875,0.3625,21.659018,5.71242425,4.592619,5.386405,14.0
798,M,1.375,1.125,0.3625,21.24795025,9.99319875,5.9250455,5.3580555,10.0
799,F,1.4,1.075,0.4,26.421734,10.2341695,6.0384435,8.15048125,9.0
800,I,0.8625,0.6375,0.2375,5.6415505,2.33883375,1.06310625,1.70097,7.0
801,I,1.3625,1.075,0.375,20.93610575,8.15048125,4.40834725,7.087375,9.0
802,M,1.4625,1.1375,0.4125,27.669112,9.31281075,5.4714535,8.6465975,23.0
803,M,1.2125,0.9625,0.3125,17.84601025,7.087375,3.6570855,5.2446575,8.0
804,I,1.45,1.1125,0.325,23.01338675,11.35397475,3.6003865,5.8116475,8.0
805,I,0.6125,0.45,0.1375,1.8994165,0.9355335,0.60951425,0.60951425,5.0
806,M,1.4,1.1,0.3625,21.885814,8.051258,5.1312595,7.087375,9.0
807,M,1.4375,1.1375,0.3875,30.03629525,12.47378,6.13766675,9.07184,10.0
808,M,1.0,0.7875,0.2375,8.845044,3.75630875,1.4458245,2.551455,14.0
809,M,1.3125,1.025,0.3125,20.0430965,8.6465975,4.40834725,5.9250455,12.0
810,I,0.4125,0.3,0.0625,0.5953395,0.21262125,0.12757275,0.1417475,4.0
811,M,1.3,1.0,0.3625,21.58814425,9.07184,4.819415,5.5281525,15.0
812,F,1.175,0.9375,0.3,16.40018575,7.824462,3.55786225,4.3941725,7.0
813,F,1.2875,1.0,0.3375,19.43358225,9.62465525,3.84135725,5.5281525,11.0
814,I,1.225,0.975,0.35,17.293195,7.6260155,3.2601925,5.10291,9.0
815,M,1.45,1.1,0.3375,24.210473,11.94931425,5.6699,6.4353365,10.0
816,F,1.6125,1.25,0.4375,38.11590275,14.04717725,8.00873375,10.9145575,13.0
817,I,1.15,0.875,0.3125,13.8062065,5.556502,2.8066005,3.5436875,8.0
818,M,1.575,1.2625,0.4,37.32211675,17.76096175,7.3992195,10.489315,9.0
819,F,1.5125,1.1875,0.375,29.7386255,12.26115875,6.5487345,8.17883075,9.0
820,F,1.175,0.9125,0.325,13.56523575,4.63514325,2.5231055,5.2446575,12.0
821,M,1.525,1.225,0.4,32.95629375,14.7133905,7.314171,8.50485,11.0
822,I,1.3375,0.975,0.3125,18.597272,9.87980075,4.8477645,4.3941725,9.0
823,F,1.425,1.125,0.475,28.973189,9.865626,6.56290925,10.6310625,12.0
824,F,1.75,1.375,0.475,51.2275465,23.28911425,10.56018875,12.190285,10.0
825,F,1.5375,1.1875,0.425,34.9549335,14.72756525,6.293589,10.3475675,10.0
826,F,1.4375,1.125,0.375,27.78251,10.432616,6.08096775,7.881161,8.0
827,M,1.55,1.2625,0.4875,38.179009,16.726205,7.27164675,12.0485375,13.0
828,I,0.8,0.6125,0.225,4.139027,1.71514475,1.190679,1.2757275,6.0
829,F,1.8,1.375,0.4875,53.070264,23.2182405,13.380964,13.60776,11.0
830,M,1.3375,1.1,0.3625,22.01338675,9.85145125,4.86193925,5.2446575,9.0
831,M,1.8,1.5,0.5125,59.1654065,25.231055,11.86426575,14.74174,11.0
832,F,1.2125,0.8875,0.3875,24.73493875,9.241937,6.13766675,7.087375,10.0
833,M,1.4,1.1375,0.3125,24.39474475,8.51902475,5.17378375,7.7961125,10.0
834,F,1.125,0.825,0.3,12.5021295,5.10291,3.458639,3.8271825,8.0
835,M,1.475,1.175,0.375,26.52095725,11.3114505,6.44951125,8.3631025,10.0
836,F,1.3375,1.0,0.425,23.7285315,7.711064,5.20213325,7.654365,17.0
837,I,0.9375,0.6875,0.2375,6.50621025,2.83495,1.63009625,1.871067,7.0
838,M,1.4625,1.125,0.375,24.8625115,11.43902325,4.876114,6.180191,9.0
839,F,1.6625,1.3125,0.5375,42.921143,15.35125425,8.71747125,17.0097,23.0
840,F,1.45,1.15,0.375,28.7180435,11.7650425,5.443104,9.922325,16.0
841,I,0.8875,0.6375,0.225,6.08096775,4.1673765,1.31825175,1.70097,6.0
842,I,0.875,0.65,0.2125,6.463686,3.345241,1.3891255,1.70097,6.0
843,M,1.575,1.25,0.4125,38.10076175,16.3009625,7.144074,8.9300925,16.0
844,F,1.5875,1.2625,0.4375,36.67007825,18.01610725,7.24329725,9.4970825,12.0
845,M,1.575,1.225,0.4125,33.3673615,13.87708025,8.278054,9.7805775,9.0
846,M,1.15,0.875,0.2875,15.77649675,6.25106475,2.70737725,4.6776675,11.0
847,F,1.6125,1.3,0.5,45.74191825,13.93377925,9.76640275,14.17475,19.0
848,M,1.55,1.2125,0.4375,36.003865,17.10892325,8.29222875,8.9300925,10.0
849,M,0.5125,0.4125,0.1,1.304077,0.43941725,0.1417475,0.1984465,5.0
850,I,0.9875,0.775,0.25,8.9867915,3.912231,2.26796,2.551455,7.0
851,F,1.525,1.225,0.4375,35.76289425,15.35125425,7.47009325,11.1980525,12.0
852,I,1.0875,0.8125,0.25,10.44679075,4.89028875,1.80019325,2.9766975,7.0
853,I,0.55,0.4,0.1125,1.54504775,0.58116475,0.41106775,0.56699,5.0
854,F,1.525,1.25,0.5125,38.68289275,11.69416875,5.1312595,11.3114505,17.0
855,I,0.7,0.5,0.1625,2.99087225,1.26155275,0.66621325,0.97805775,5.0
856,M,1.125,0.875,0.3,13.891255,6.02426875,2.891649,3.33106625,9.0
857,F,1.4,1.1375,0.35,27.0737725,12.6722265,5.42892925,8.6465975,11.0
858,M,1.55,1.225,0.425,34.8415355,14.7133905,7.257472,9.4970825,12.0
859,I,1.0625,0.8125,0.3125,10.41844125,4.80524025,2.3530085,3.40194,9.0
860,I,0.875,0.6625,0.2125,5.40057975,2.19708625,0.83631025,1.70097,5.0
861,F,1.2625,0.975,0.35,17.08057375,6.67630725,4.025629,5.6699,9.0
862,F,1.425,1.0875,0.4375,34.5013415,15.06775925,8.85921875,7.5126175,11.0
863,M,1.3375,1.05,0.3125,17.78931125,7.15824875,3.50116325,5.2446575,10.0
864,F,1.55,1.25,0.45,37.0527965,14.78426425,8.29222875,11.77921725,13.0
865,M,1.375,1.075,0.4625,23.71474725,7.824462,4.57844425,8.3631025,15.0
866,M,1.1125,0.875,0.325,13.891255,6.70465675,2.891649,3.78465825,8.0
867,F,1.525,1.1625,0.375,28.292801,12.1619355,6.010094,7.37087,12.0
868,F,1.25,0.9625,0.325,18.370476,8.051258,3.8838815,4.252425,8.0
869,F,1.625,1.3125,0.4375,39.405805,19.46193175,8.51902475,9.7805775,10.0
870,I,1.0125,0.7625,0.2375,8.5331995,3.515338,1.2757275,2.83495,7.0
871,M,1.4875,1.1375,0.375,29.766975,13.93377925,6.3219385,8.50485,10.0
872,F,1.35,1.05,0.425,21.72989175,9.695529,4.6209685,5.8116475,9.0
873,M,1.625,1.25,0.475,44.22522,21.772416,11.60912025,10.3475675,10.0
874,F,1.8125,1.425,0.5,62.3972495,30.09299425,13.62193475,35.22425375,12.0
875,I,1.425,1.125,0.375,24.45144375,11.69416875,4.4508715,7.5126175,9.0
876,F,1.175,0.9375,0.2875,13.36678925,5.499803,4.20990075,4.252425,7.0
877,I,0.7,0.525,0.125,2.48058125,0.9355335,0.60951425,0.8221355,5.0
878,F,1.5125,1.175,0.5125,33.112216,12.303683,6.7755305,11.056305,23.0
879,F,1.2875,1.0,0.3,18.71067,8.34892775,3.86970675,6.0951425,9.0
880,F,1.1,0.875,0.275,12.813974,5.1312595,2.84912475,3.685435,12.0
881,M,1.45,1.1375,0.3625,28.76056775,10.8011595,6.010094,9.0434905,15.0
882,F,1.425,1.125,0.4,26.3366855,10.77281,6.80388,7.2291225,13.0
883,M,1.4625,1.125,0.4,25.16018125,12.31785775,4.422522,6.9456275,10.0
884,I,0.6875,0.5125,0.1375,3.04757125,1.8427175,0.80796075,0.850485,7.0
885,I,0.6375,0.475,0.15,2.26796,0.737087,0.396893,0.7087375,3.0
886,I,1.1,0.875,0.275,11.7650425,5.4147545,2.4664065,3.8271825,6.0
887,I,1.1375,0.875,0.2875,12.2753335,5.34388075,2.097863,3.40194,8.0
888,F,1.3625,1.075,0.3375,22.92057075,9.87980075,5.08873525,6.3219385,8.0
889,F,1.3375,1.025,0.3625,22.89222125,8.03708325,5.6699,5.5281525,11.0
890,I,0.5,0.3875,0.1,0.97805775,0.3118445,0.21262125,0.283495,6.0
891,F,1.5125,1.175,0.375,27.612413,11.1413535,6.350288,8.788345,9.0
892,F,1.5625,1.2125,0.375,31.127751,12.303683,7.41339425,8.788345,11.0
893,M,1.0375,0.825,0.2625,9.45455825,4.09650275,2.16873675,2.6932025,11.0
894,F,1.3375,1.0375,0.375,28.81726675,13.551061,5.8683465,8.788345,10.0
895,F,1.475,1.1875,0.4125,28.81726675,12.34620725,6.066793,7.98038425,10.0
896,M,1.6125,1.3,0.45,42.2124055,17.19397175,9.015141,11.3398,10.0
897,M,0.7875,0.575,0.1875,3.6003865,1.360776,0.72291225,1.417475,9.0
898,F,1.5,1.1875,0.3875,31.90736225,14.33067225,7.257472,8.0796075,9.0
899,F,1.225,0.95,0.3125,16.45688475,7.9095105,3.58621175,5.2446575,9.0
900,F,1.7375,1.375,0.4875,51.199197,23.17571625,11.60912025,13.1825175,11.0
901,F,1.8,1.375,0.5625,55.735117,25.98231675,12.54465375,14.4865945,11.0
902,I,0.95,0.7,0.225,6.53455975,3.10427025,1.190679,1.927766,7.0
903,M,0.9875,0.725,0.25,7.83863675,3.30271675,1.63009625,2.4097075,8.0
904,I,0.925,0.675,0.2,5.1312595,2.14038725,1.51669825,1.984465,6.0
905,F,1.3,0.9875,0.3,16.71203025,7.93786,3.41611475,4.7343665,10.0
906,M,1.6375,1.2875,0.4375,34.9549335,13.834556,8.5331995,9.02931575,10.0
907,I,1.175,0.85,0.3125,13.53688625,6.80388,3.13261975,3.40194,8.0
908,M,1.575,1.225,0.3875,34.8415355,15.2803805,6.4920355,9.48290775,11.0
909,F,1.6375,1.275,0.425,41.730464,18.52639825,8.83086925,12.757275,11.0
910,M,1.475,1.1875,0.4375,34.23202125,15.06775925,6.633783,8.788345,10.0
911,M,1.5125,1.2,0.4125,31.79396425,10.5743635,6.7755305,9.07184,10.0
912,M,1.2375,0.9875,0.3625,16.726205,6.7755305,3.67126025,5.386405,11.0
913,F,1.3125,1.0,0.3375,19.97222275,9.8939755,4.23825025,5.5281525,9.0
914,M,1.475,1.2625,0.4,33.8776525,13.59358525,6.90310325,10.0640725,11.0
915,M,1.4125,1.1,0.3625,24.607366,9.525432,5.0745605,8.0796075,12.0
916,F,1.35,1.0875,0.3375,20.97863,9.42620875,4.479221,6.0951425,8.0
917,M,1.1875,0.8875,0.2875,13.33843975,6.066793,2.551455,3.96893,8.0
918,M,1.225,0.9125,0.3125,15.03940975,6.7188315,3.6003865,4.6776675,8.0
919,F,1.45,1.2,0.4125,27.14464625,12.11941125,5.556502,8.3631025,9.0
920,F,1.0625,0.8125,0.275,10.24834425,4.9611625,2.36718325,3.21766825,9.0
921,I,1.125,0.8625,0.3125,13.267566,5.88252125,3.061746,3.18931875,8.0
922,I,1.3375,1.0125,0.35,20.05727125,8.29222875,4.3374735,6.3786375,9.0
923,F,1.075,0.8375,0.2625,11.169703,4.46504625,2.96252275,3.8271825,12.0
924,I,1.1375,0.8375,0.2625,10.53183925,4.72019175,2.05533875,3.118445,9.0
925,I,1.3,0.9875,0.3,14.61416725,5.9817445,3.27436725,4.1673765,8.0
926,M,1.0125,0.775,0.25,9.19941275,4.252425,1.7293195,2.5798045,8.0
927,M,1.7625,1.35,0.4625,49.34230475,19.731252,10.61688775,13.324265,19.0
928,M,1.5625,1.25,0.475,38.782116,16.31513725,7.10154975,10.3475675,14.0
929,F,1.375,1.0875,0.35,22.792998,9.31281075,4.932813,6.633783,9.0
930,I,0.45,0.325,0.1375,0.793786,0.35436875,0.18427175,0.29766975,7.0
931,I,0.4875,0.35,0.1,0.8221355,0.340194,0.1417475,0.283495,5.0
932,I,0.725,0.525,0.175,3.5436875,1.474174,0.5386405,0.9922325,7.0
933,M,1.4375,1.1375,0.4125,28.462898,14.07552675,5.62737575,8.50485,10.0
934,F,1.2625,0.95,0.4,18.71067,8.561549,4.63514325,4.9611625,8.0
935,F,1.3,1.0,0.35,20.28406725,7.654365,4.89028875,5.2446575,9.0
936,F,1.6125,1.275,0.4375,37.1094955,14.4298955,8.2497045,11.623295,12.0
937,F,1.5375,1.175,0.475,32.6302745,10.149121,6.87475375,8.7599955,11.0
938,I,0.95,0.725,0.2375,7.2858215,3.75630875,1.43164975,2.1262125,6.0
939,M,1.325,1.05,0.3375,20.08562075,8.29222875,4.706017,6.0951425,11.0
940,I,1.0875,0.8375,0.25,11.0846545,5.443104,2.08368825,2.9199985,7.0
941,I,0.775,0.5625,0.1875,4.309124,1.97029025,1.2757275,1.2757275,5.0
942,M,1.3,1.0125,0.35,17.4349425,7.9662095,4.252425,4.9611625,10.0
